,error,time
"{'hyperparameters': {'k': 1, 'P': 1}, 'algorithm': 'kNN'}",0.132009891613588,0.41873621940612793
"{'hyperparameters': {'k': 1, 'P': 2}, 'algorithm': 'kNN'}",0.12068872478960165,0.6720621585845947
"{'hyperparameters': {'k': 3, 'P': 1}, 'algorithm': 'kNN'}",0.10649353690134618,0.795931339263916
"{'hyperparameters': {'k': 3, 'P': 2}, 'algorithm': 'kNN'}",0.1059153728205218,0.7331287860870361
"{'hyperparameters': {'k': 5, 'P': 1}, 'algorithm': 'kNN'}",0.0999268997519964,1.4946174621582031
"{'hyperparameters': {'k': 5, 'P': 2}, 'algorithm': 'kNN'}",0.10410508768982556,0.5096211433410645
"{'hyperparameters': {'k': 7, 'P': 1}, 'algorithm': 'kNN'}",0.1192047118505321,0.6690042018890381
"{'hyperparameters': {'k': 7, 'P': 2}, 'algorithm': 'kNN'}",0.1080209542208436,0.8364918231964111
"{'hyperparameters': {'k': 9, 'P': 1}, 'algorithm': 'kNN'}",0.10700814480982808,1.378739833831787
"{'hyperparameters': {'k': 9, 'P': 2}, 'algorithm': 'kNN'}",0.10991605962455844,0.8713698387145996
"{'hyperparameters': {'k': 11, 'P': 1}, 'algorithm': 'kNN'}",0.10736211757036636,1.245358943939209
"{'hyperparameters': {'k': 11, 'P': 2}, 'algorithm': 'kNN'}",0.11365659134036976,1.4206576347351074
"{'hyperparameters': {'k': 13, 'P': 1}, 'algorithm': 'kNN'}",0.10740074132465247,0.9271178245544434
"{'hyperparameters': {'k': 13, 'P': 2}, 'algorithm': 'kNN'}",0.10406044319387228,1.2845098972320557
"{'hyperparameters': {'k': 15, 'P': 1}, 'algorithm': 'kNN'}",0.11198201334373807,1.3048722743988037
"{'hyperparameters': {'k': 15, 'P': 2}, 'algorithm': 'kNN'}",0.10825906012515243,0.40960144996643066
"{'hyperparameters': {'min_samples_split': 2}, 'algorithm': 'CART'}",0.13067330473779332,0.7192106246948242
"{'hyperparameters': {'min_samples_split': 4}, 'algorithm': 'CART'}",0.12305936888058304,1.4967987537384033
"{'hyperparameters': {'min_samples_split': 8}, 'algorithm': 'CART'}",0.13095775228015083,1.685448408126831
"{'hyperparameters': {'min_samples_split': 16}, 'algorithm': 'CART'}",0.14737616708573584,1.477281093597412
"{'hyperparameters': {'min_samples_split': 32}, 'algorithm': 'CART'}",0.14294095795439932,1.0855722427368164
"{'hyperparameters': {'min_samples_split': 64}, 'algorithm': 'CART'}",0.14110891586045377,2.4680933952331543
"{'hyperparameters': {'min_samples_split': 128}, 'algorithm': 'CART'}",0.15518092602397127,0.5403001308441162
"{'hyperparameters': {'min_samples_split': 256}, 'algorithm': 'CART'}",0.181370728629981,0.9382543563842773
"{'hyperparameters': {'min_samples_split': 512}, 'algorithm': 'CART'}",0.29407320954693256,0.5502793788909912
"{'hyperparameters': {'min_samples_split': 1024}, 'algorithm': 'CART'}",0.5,0.08208250999450684
"{'hyperparameters': {'max_features': None, 'max_depth': 3, 'learning_rate': 0.01}, 'algorithm': 'GB'}",0.13434935635406767,337.0303246974945
"{'hyperparameters': {'max_features': None, 'max_depth': 3, 'learning_rate': 0.025}, 'algorithm': 'GB'}",0.11046521930724047,352.4830665588379
"{'hyperparameters': {'max_features': None, 'max_depth': 3, 'learning_rate': 0.05}, 'algorithm': 'GB'}",0.10451226560259397,379.34750270843506
"{'hyperparameters': {'max_features': None, 'max_depth': 3, 'learning_rate': 0.1}, 'algorithm': 'GB'}",0.09719700076155861,367.93762850761414
"{'hyperparameters': {'max_features': None, 'max_depth': 3, 'learning_rate': 0.25}, 'algorithm': 'GB'}",0.09168325690164658,338.096529006958
"{'hyperparameters': {'max_features': None, 'max_depth': 3, 'learning_rate': 0.5}, 'algorithm': 'GB'}",0.09745180301979992,336.6500599384308
"{'hyperparameters': {'max_features': None, 'max_depth': 6, 'learning_rate': 0.01}, 'algorithm': 'GB'}",0.12373297453694221,943.9077546596527
"{'hyperparameters': {'max_features': None, 'max_depth': 6, 'learning_rate': 0.025}, 'algorithm': 'GB'}",0.1118218625371605,936.8190677165985
