,error,time
"{'hyperparameters': {'P': 1, 'k': 1}, 'algorithm': 'kNN'}",0.03820080937588728,2849.760240316391
"{'hyperparameters': {'P': 1, 'k': 3}, 'algorithm': 'kNN'}",0.02912705568835091,2877.760371685028
"{'hyperparameters': {'P': 1, 'k': 5}, 'algorithm': 'kNN'}",0.03383468624122338,2900.0126101970673
"{'hyperparameters': {'P': 1, 'k': 7}, 'algorithm': 'kNN'}",0.03293803741709435,2911.936522245407
"{'hyperparameters': {'P': 1, 'k': 9}, 'algorithm': 'kNN'}",0.035703413366215776,2955.3739261627197
"{'hyperparameters': {'P': 1, 'k': 11}, 'algorithm': 'kNN'}",0.03618920089750679,2931.14275765419
"{'hyperparameters': {'P': 1, 'k': 13}, 'algorithm': 'kNN'}",0.04035891097769471,2927.2098517417908
"{'hyperparameters': {'P': 1, 'k': 15}, 'algorithm': 'kNN'}",0.03869103612478869,2943.1799087524414
"{'hyperparameters': {'P': 2, 'k': 1}, 'algorithm': 'kNN'}",0.03880508410353729,2592.8688519001007
"{'hyperparameters': {'P': 2, 'k': 3}, 'algorithm': 'kNN'}",0.03416215957104346,2647.6726031303406
"{'hyperparameters': {'P': 2, 'k': 5}, 'algorithm': 'kNN'}",0.03800845994837597,2677.9212884902954
"{'hyperparameters': {'P': 2, 'k': 7}, 'algorithm': 'kNN'}",0.04404109463294363,2657.3012664318085
"{'hyperparameters': {'P': 2, 'k': 9}, 'algorithm': 'kNN'}",0.04676908103172807,2825.1570250988007
"{'hyperparameters': {'P': 2, 'k': 11}, 'algorithm': 'kNN'}",0.058096664845099455,2735.651039123535
"{'hyperparameters': {'P': 2, 'k': 13}, 'algorithm': 'kNN'}",0.07048978709226437,2760.9877467155457
"{'hyperparameters': {'P': 2, 'k': 15}, 'algorithm': 'kNN'}",0.08203911490959552,2743.4380004405975
"{'hyperparameters': {'min_samples_split': 2}, 'algorithm': 'CART'}",0.04560142414885031,552.9436089992523
"{'hyperparameters': {'min_samples_split': 4}, 'algorithm': 'CART'}",0.045575104441815895,563.6829133033752
"{'hyperparameters': {'min_samples_split': 8}, 'algorithm': 'CART'}",0.038618972425542596,570.424399137497
"{'hyperparameters': {'min_samples_split': 16}, 'algorithm': 'CART'}",0.03807953925145137,549.199444770813
"{'hyperparameters': {'min_samples_split': 32}, 'algorithm': 'CART'}",0.037742199976498844,575.8607232570648
"{'hyperparameters': {'min_samples_split': 64}, 'algorithm': 'CART'}",0.03647348552997896,595.538336277008
"{'hyperparameters': {'min_samples_split': 128}, 'algorithm': 'CART'}",0.040979655778423926,587.9313671588898
"{'hyperparameters': {'min_samples_split': 256}, 'algorithm': 'CART'}",0.07458352071216587,565.4999747276306
"{'hyperparameters': {'min_samples_split': 512}, 'algorithm': 'CART'}",0.10506726380657747,555.8361070156097
"{'hyperparameters': {'min_samples_split': 1024}, 'algorithm': 'CART'}",0.1174835718417075,561.1811430454254
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.01, 'max_depth': 3}, 'algorithm': 'GB'}",0.08584599519357146,4730.171290636063
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.01, 'max_depth': 6}, 'algorithm': 'GB'}",0.05253200179916099,6178.186494112015
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.025, 'max_depth': 3}, 'algorithm': 'GB'}",0.0433965051082308,4750.145461559296
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.025, 'max_depth': 6}, 'algorithm': 'GB'}",0.029044506188670605,5982.311818361282
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.05, 'max_depth': 3}, 'algorithm': 'GB'}",0.02804866523952244,4738.250350952148
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.05, 'max_depth': 6}, 'algorithm': 'GB'}",0.019956302686791962,6190.582028627396
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.1, 'max_depth': 3}, 'algorithm': 'GB'}",0.02586025444588804,4579.655294179916
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.1, 'max_depth': 6}, 'algorithm': 'GB'}",0.0190634684916607,6162.425741672516
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.25, 'max_depth': 3}, 'algorithm': 'GB'}",0.023350465544083036,4589.36998462677
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.25, 'max_depth': 6}, 'algorithm': 'GB'}",0.01788738313739063,5923.070470571518
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.5, 'max_depth': 3}, 'algorithm': 'GB'}",0.03249789086449366,4821.342086076736
"{'hyperparameters': {'max_features': None, 'learning_rate': 0.5, 'max_depth': 6}, 'algorithm': 'GB'}",0.04051868223665607,4017.126455307007
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.01, 'max_depth': 3}, 'algorithm': 'GB'}",0.47799193175677634,1793.5042395591736
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.01, 'max_depth': 6}, 'algorithm': 'GB'}",0.26910023541381045,2684.1584012508392
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.025, 'max_depth': 3}, 'algorithm': 'GB'}",0.14850952203620776,1783.595967054367
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.025, 'max_depth': 6}, 'algorithm': 'GB'}",0.0661547062938963,2688.8030111789703
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.05, 'max_depth': 3}, 'algorithm': 'GB'}",0.06512395948400913,1803.7238516807556
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.05, 'max_depth': 6}, 'algorithm': 'GB'}",0.03170195517269396,2684.2190911769867
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.1, 'max_depth': 3}, 'algorithm': 'GB'}",0.03542116928800643,1791.4879701137543
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.1, 'max_depth': 6}, 'algorithm': 'GB'}",0.024107361868217457,2612.607904434204
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.25, 'max_depth': 3}, 'algorithm': 'GB'}",0.02336482166790224,1741.5474836826324
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.25, 'max_depth': 6}, 'algorithm': 'GB'}",0.021695704003246268,2617.136064529419
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.5, 'max_depth': 3}, 'algorithm': 'GB'}",0.028726441244031453,1760.4966714382172
"{'hyperparameters': {'max_features': 'log2', 'learning_rate': 0.5, 'max_depth': 6}, 'algorithm': 'GB'}",0.05258478904084372,2239.940878391266
"{'hyperparameters': {'C': 0.125}, 'algorithm': 'lSVM'}",0.010929348624889507,697.3552329540253
"{'hyperparameters': {'C': 0.25}, 'algorithm': 'lSVM'}",0.011003585853804728,635.8863413333893
"{'hyperparameters': {'C': 0.5}, 'algorithm': 'lSVM'}",0.012142404860740497,650.7771105766296
"{'hyperparameters': {'C': 1}, 'algorithm': 'lSVM'}",0.014327332441832801,689.8691837787628
"{'hyperparameters': {'C': 2}, 'algorithm': 'lSVM'}",0.014526420881227343,663.9685895442963
"{'hyperparameters': {'C': 4}, 'algorithm': 'lSVM'}",0.021152209438448553,605.889497756958
"{'hyperparameters': {'C': 8}, 'algorithm': 'lSVM'}",0.030268585703777866,690.3652935028076
"{'hyperparameters': {'C': 16}, 'algorithm': 'lSVM'}",0.030893074671901312,651.0288362503052
"{'hyperparameters': {'coef0': 0, 'C': 0.125, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.10077860229988286,2552.8918602466583
"{'hyperparameters': {'coef0': 0, 'C': 0.125, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.04234565989289233,1504.6955766677856
"{'hyperparameters': {'coef0': 0, 'C': 0.25, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.0592202140937963,2229.251226425171
"{'hyperparameters': {'coef0': 0, 'C': 0.25, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.03011671206920613,1366.2813603878021
"{'hyperparameters': {'coef0': 0, 'C': 0.5, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.03761112319630448,2101.018316745758
"{'hyperparameters': {'coef0': 0, 'C': 0.5, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.024297878947325317,1272.5099883079529
"{'hyperparameters': {'coef0': 0, 'C': 1, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.028186949008816777,2011.1058089733124
"{'hyperparameters': {'coef0': 0, 'C': 1, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.02064003950013215,1207.9305710792542
"{'hyperparameters': {'coef0': 0, 'C': 2, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.024264813810167367,1864.8470764160156
"{'hyperparameters': {'coef0': 0, 'C': 2, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.022370185132866743,1171.8618948459625
"{'hyperparameters': {'coef0': 0, 'C': 4, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.024564045998125218,1792.797334909439
"{'hyperparameters': {'coef0': 0, 'C': 4, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.02444864767502978,1105.3549869060516
"{'hyperparameters': {'coef0': 0, 'C': 8, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.026358974263957658,1667.8125219345093
"{'hyperparameters': {'coef0': 0, 'C': 8, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.026309006165224608,1089.81423163414
"{'hyperparameters': {'coef0': 0, 'C': 16, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.028588165483034424,1620.0852708816528
"{'hyperparameters': {'coef0': 0, 'C': 16, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.02910866227463691,1077.2169289588928
"{'hyperparameters': {'coef0': 10, 'C': 0.125, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.10077860229988286,2482.767106771469
"{'hyperparameters': {'coef0': 10, 'C': 0.125, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.018134720081750464,879.3519971370697
"{'hyperparameters': {'coef0': 10, 'C': 0.25, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.0592202140937963,2190.382864713669
"{'hyperparameters': {'coef0': 10, 'C': 0.25, 'kernel': 'poly'}, 'algorithm': 'kSVM'}",0.021192893115635415,844.1268525123596
"{'hyperparameters': {'coef0': 10, 'C': 0.5, 'kernel': 'rbf'}, 'algorithm': 'kSVM'}",0.03761112319630448,2033.332822561264
