,error,time
"{'hyperparameters': {'P': 1, 'k': 1}, 'algorithm': 'kNN'}",0.2582034421296215,124.24511218070984
"{'hyperparameters': {'P': 1, 'k': 3}, 'algorithm': 'kNN'}",0.23108827412958027,179.4669530391693
"{'hyperparameters': {'P': 1, 'k': 5}, 'algorithm': 'kNN'}",0.21790372631998278,197.63933038711548
"{'hyperparameters': {'P': 1, 'k': 7}, 'algorithm': 'kNN'}",0.2071227768494847,220.95341515541077
"{'hyperparameters': {'P': 1, 'k': 9}, 'algorithm': 'kNN'}",0.19813300882683643,225.38194704055786
"{'hyperparameters': {'P': 1, 'k': 11}, 'algorithm': 'kNN'}",0.1970385266404045,292.0990695953369
"{'hyperparameters': {'P': 1, 'k': 13}, 'algorithm': 'kNN'}",0.1906761794360035,204.44450998306274
"{'hyperparameters': {'P': 1, 'k': 15}, 'algorithm': 'kNN'}",0.1912015433382827,269.19545459747314
"{'hyperparameters': {'P': 2, 'k': 1}, 'algorithm': 'kNN'}",0.2603296492037132,35.999770641326904
"{'hyperparameters': {'P': 2, 'k': 3}, 'algorithm': 'kNN'}",0.23003406519353362,53.18346929550171
"{'hyperparameters': {'P': 2, 'k': 5}, 'algorithm': 'kNN'}",0.21317087072244187,51.31507587432861
"{'hyperparameters': {'P': 2, 'k': 7}, 'algorithm': 'kNN'}",0.20748026514285867,76.63496804237366
"{'hyperparameters': {'P': 2, 'k': 9}, 'algorithm': 'kNN'}",0.19902585651968804,89.95424842834473
"{'hyperparameters': {'P': 2, 'k': 11}, 'algorithm': 'kNN'}",0.19445818818207933,124.92319107055664
"{'hyperparameters': {'P': 2, 'k': 13}, 'algorithm': 'kNN'}",0.19510704538364446,112.18782877922058
"{'hyperparameters': {'P': 2, 'k': 15}, 'algorithm': 'kNN'}",0.19269804498329804,123.80322813987732
"{'hyperparameters': {'min_samples_split': 2}, 'algorithm': 'CART'}",0.2388669097273742,133.5476655960083
"{'hyperparameters': {'min_samples_split': 4}, 'algorithm': 'CART'}",0.23504485281670523,135.64716291427612
"{'hyperparameters': {'min_samples_split': 8}, 'algorithm': 'CART'}",0.23805791044628205,168.89386630058289
"{'hyperparameters': {'min_samples_split': 16}, 'algorithm': 'CART'}",0.2287126503451733,145.3783986568451
"{'hyperparameters': {'min_samples_split': 32}, 'algorithm': 'CART'}",0.2112605143168981,146.17094492912292
"{'hyperparameters': {'min_samples_split': 64}, 'algorithm': 'CART'}",0.19364363214456665,121.34149932861328
"{'hyperparameters': {'min_samples_split': 128}, 'algorithm': 'CART'}",0.18500565462956464,123.5064446926117
