,error,time
"{'hyperparameters': {'k': 1, 'P': 1}, 'algorithm': 'kNN'}",0.0573583117687156,1484.9568402767181
"{'hyperparameters': {'k': 1, 'P': 2}, 'algorithm': 'kNN'}",0.0698292967592452,1403.07661318779
"{'hyperparameters': {'k': 3, 'P': 1}, 'algorithm': 'kNN'}",0.057578370516858254,1447.0963685512543
"{'hyperparameters': {'k': 3, 'P': 2}, 'algorithm': 'kNN'}",0.06913178980545515,1478.9359335899353
"{'hyperparameters': {'k': 5, 'P': 1}, 'algorithm': 'kNN'}",0.05989888386137306,1456.9495272636414
"{'hyperparameters': {'k': 5, 'P': 2}, 'algorithm': 'kNN'}",0.0693236613533478,1510.2950310707092
"{'hyperparameters': {'k': 7, 'P': 1}, 'algorithm': 'kNN'}",0.06010363895042674,1468.0933952331543
"{'hyperparameters': {'k': 7, 'P': 2}, 'algorithm': 'kNN'}",0.06874701810649725,1500.3789484500885
"{'hyperparameters': {'k': 9, 'P': 1}, 'algorithm': 'kNN'}",0.06495622687983846,1488.1454589366913
"{'hyperparameters': {'k': 9, 'P': 2}, 'algorithm': 'kNN'}",0.07223930224029015,1466.5845329761505
"{'hyperparameters': {'k': 11, 'P': 1}, 'algorithm': 'kNN'}",0.0664959300711817,1457.1879844665527
"{'hyperparameters': {'k': 11, 'P': 2}, 'algorithm': 'kNN'}",0.07265306021657814,1470.4948000907898
"{'hyperparameters': {'k': 13, 'P': 1}, 'algorithm': 'kNN'}",0.07008544593559463,1462.0349209308624
"{'hyperparameters': {'k': 13, 'P': 2}, 'algorithm': 'kNN'}",0.0765084936937763,1510.2148945331573
"{'hyperparameters': {'k': 15, 'P': 1}, 'algorithm': 'kNN'}",0.07347080598801133,1447.642273426056
"{'hyperparameters': {'k': 15, 'P': 2}, 'algorithm': 'kNN'}",0.07673644834396923,1479.5265901088715
"{'hyperparameters': {'min_samples_split': 2}, 'algorithm': 'CART'}",0.1500878985611511,779.4332253932953
"{'hyperparameters': {'min_samples_split': 4}, 'algorithm': 'CART'}",0.14812490968238287,819.7208046913147
"{'hyperparameters': {'min_samples_split': 8}, 'algorithm': 'CART'}",0.14937920950600653,800.4539501667023
"{'hyperparameters': {'min_samples_split': 16}, 'algorithm': 'CART'}",0.15527220319866814,792.4108061790466
"{'hyperparameters': {'min_samples_split': 32}, 'algorithm': 'CART'}",0.16049615778223897,815.9276468753815
"{'hyperparameters': {'min_samples_split': 64}, 'algorithm': 'CART'}",0.17387521612159057,739.2968287467957
"{'hyperparameters': {'min_samples_split': 128}, 'algorithm': 'CART'}",0.18433302181255723,668.9177680015564
"{'hyperparameters': {'min_samples_split': 256}, 'algorithm': 'CART'}",0.21195616795483999,571.6341617107391
"{'hyperparameters': {'min_samples_split': 512}, 'algorithm': 'CART'}",0.2729789907869344,409.72938895225525
"{'hyperparameters': {'min_samples_split': 1024}, 'algorithm': 'CART'}",0.3435928886497119,348.2037720680237
"{'hyperparameters': {'learning_rate': 0.01, 'max_features': None, 'max_depth': 3}, 'algorithm': 'GB'}",0.1063989895830095,11539.410380601883
"{'hyperparameters': {'learning_rate': 0.025, 'max_features': None, 'max_depth': 3}, 'algorithm': 'GB'}",0.07624158594498934,11593.318243026733
"{'hyperparameters': {'learning_rate': 0.05, 'max_features': None, 'max_depth': 3}, 'algorithm': 'GB'}",0.05877508245535869,11650.789732933044
"{'hyperparameters': {'learning_rate': 0.1, 'max_features': None, 'max_depth': 3}, 'algorithm': 'GB'}",0.05127843937489333,11563.268826961517
"{'hyperparameters': {'learning_rate': 0.25, 'max_features': None, 'max_depth': 3}, 'algorithm': 'GB'}",0.05071960045874717,11858.404731988907
"{'hyperparameters': {'learning_rate': 0.5, 'max_features': None, 'max_depth': 3}, 'algorithm': 'GB'}",0.058653473871255954,9954.134859323502
"{'hyperparameters': {'learning_rate': 0.01, 'max_features': 'log2', 'max_depth': 3}, 'algorithm': 'GB'}",0.08204647961949378,5033.814488887787
"{'hyperparameters': {'learning_rate': 0.025, 'max_features': 'log2', 'max_depth': 3}, 'algorithm': 'GB'}",0.06884987619028828,4956.063995838165
"{'hyperparameters': {'learning_rate': 0.05, 'max_features': 'log2', 'max_depth': 3}, 'algorithm': 'GB'}",0.05914400057158137,4882.479794740677
"{'hyperparameters': {'learning_rate': 0.1, 'max_features': 'log2', 'max_depth': 3}, 'algorithm': 'GB'}",0.051168385765916057,4879.521711111069
"{'hyperparameters': {'learning_rate': 0.25, 'max_features': 'log2', 'max_depth': 3}, 'algorithm': 'GB'}",0.04736142729613736,4827.24852347374
"{'hyperparameters': {'learning_rate': 0.5, 'max_features': 'log2', 'max_depth': 3}, 'algorithm': 'GB'}",0.08929646038365543,4818.165332078934
"{'hyperparameters': {'learning_rate': 0.01, 'max_features': None, 'max_depth': 6}, 'algorithm': 'GB'}",0.08517328200486766,15922.443835258484
"{'hyperparameters': {'learning_rate': 0.025, 'max_features': None, 'max_depth': 6}, 'algorithm': 'GB'}",0.06489458605322304,15719.434126138687
"{'hyperparameters': {'learning_rate': 0.05, 'max_features': None, 'max_depth': 6}, 'algorithm': 'GB'}",0.05538033714580863,15562.406346797943
"{'hyperparameters': {'learning_rate': 0.1, 'max_features': None, 'max_depth': 6}, 'algorithm': 'GB'}",0.050166811393590825,14721.648939609528
"{'hyperparameters': {'learning_rate': 0.25, 'max_features': None, 'max_depth': 6}, 'algorithm': 'GB'}",0.05238023386032363,10260.065729618073
