,error,time
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 1}}",0.337499233586583,1.8005197048187256
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 3}}",0.3281714960686841,1.4122099876403809
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 5}}",0.3333264390709026,1.65889573097229
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 7}}",0.31917626042636965,1.8080847263336182
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 9}}",0.3172722457047989,1.6952388286590576
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 11}}",0.31524527900152555,1.1276617050170898
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 13}}",0.31414812878393505,2.108438730239868
"{'algorithm': 'kNN', 'hyperparameters': {'P': 1, 'k': 15}}",0.3034160974198959,1.5414743423461914
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 1}}",0.337499233586583,0.713261604309082
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 3}}",0.3281714960686841,1.326265573501587
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 5}}",0.3333264390709026,1.6447343826293945
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 7}}",0.31917626042636965,1.5539259910583496
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 9}}",0.3172722457047989,1.6589207649230957
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 11}}",0.31524527900152555,1.175910472869873
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 13}}",0.31414812878393505,1.3859977722167969
"{'algorithm': 'kNN', 'hyperparameters': {'P': 2, 'k': 15}}",0.3034160974198959,1.3596084117889404
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 2}}",0.2983049677511648,0.6169028282165527
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 4}}",0.2983049677511648,0.6820571422576904
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 8}}",0.2983049677511648,0.7651207447052002
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 16}}",0.2983049677511648,0.3813788890838623
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 32}}",0.2983049677511648,0.7886917591094971
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 64}}",0.2983049677511648,0.8339309692382812
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 128}}",0.29766802507600554,1.1022608280181885
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 256}}",0.29766802507600554,0.8679568767547607
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 512}}",0.29764913142759664,0.7626087665557861
"{'algorithm': 'CART', 'hyperparameters': {'min_samples_split': 1024}}",0.29764913142759664,0.67527174949646
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.01, 'max_features': None, 'max_depth': 3}}",0.30724257353808104,229.57444286346436
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.01, 'max_features': None, 'max_depth': 6}}",0.3162863348175276,524.8229367733002
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.01, 'max_features': 'log2', 'max_depth': 3}}",0.30724257353808104,277.08281564712524
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.01, 'max_features': 'log2', 'max_depth': 6}}",0.3162863348175276,539.1995980739594
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.025, 'max_features': None, 'max_depth': 3}}",0.30704226981069205,279.6512939929962
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.025, 'max_features': None, 'max_depth': 6}}",0.3091990416103211,525.2459483146667
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.025, 'max_features': 'log2', 'max_depth': 3}}",0.30704226981069205,290.83167362213135
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.025, 'max_features': 'log2', 'max_depth': 6}}",0.3091990416103211,561.1109912395477
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.05, 'max_features': None, 'max_depth': 3}}",0.30523449655569357,267.78652834892273
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.05, 'max_features': None, 'max_depth': 6}}",0.30523449655569357,539.734274148941
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.05, 'max_features': 'log2', 'max_depth': 3}}",0.30523449655569357,233.67235445976257
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.05, 'max_features': 'log2', 'max_depth': 6}}",0.30523449655569357,563.7097735404968
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.1, 'max_features': None, 'max_depth': 3}}",0.30523449655569357,294.01305627822876
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.1, 'max_features': None, 'max_depth': 6}}",0.30523449655569357,521.104193687439
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.1, 'max_features': 'log2', 'max_depth': 3}}",0.30523449655569357,267.3238797187805
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.1, 'max_features': 'log2', 'max_depth': 6}}",0.30523449655569357,582.4010324478149
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.25, 'max_features': None, 'max_depth': 3}}",0.30083472965592667,248.2919204235077
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.25, 'max_features': None, 'max_depth': 6}}",0.30083472965592667,465.27361011505127
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.25, 'max_features': 'log2', 'max_depth': 3}}",0.30083472965592667,266.91019320487976
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.25, 'max_features': 'log2', 'max_depth': 6}}",0.30083472965592667,460.29760670661926
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.5, 'max_features': None, 'max_depth': 3}}",0.30083472965592667,264.8026120662689
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.5, 'max_features': None, 'max_depth': 6}}",0.2983049677511648,427.65708327293396
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.5, 'max_features': 'log2', 'max_depth': 3}}",0.30083472965592667,306.80728673934937
"{'algorithm': 'GB', 'hyperparameters': {'learning_rate': 0.5, 'max_features': 'log2', 'max_depth': 6}}",0.2983049677511648,440.02190923690796
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 0.125}}",0.28205224602031576,3.819269895553589
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 0.25}}",0.28205224602031576,3.133951425552368
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 0.5}}",0.28205224602031576,5.736408948898315
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 1}}",0.28205224602031576,11.040510416030884
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 2}}",0.2814337435857849,16.213489055633545
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 4}}",0.27676818942085657,35.94278049468994
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 8}}",0.27676818942085657,91.31121158599854
"{'algorithm': 'lSVM', 'hyperparameters': {'C': 16}}",0.27676818942085657,137.47496795654297
"{'algorithm': 'kSVM', 'hyperparameters': {'coef0': 0, 'kernel': 'rbf', 'C': 0.125}}",0.2996784128053699,129.73681330680847
"{'algorithm': 'kSVM', 'hyperparameters': {'coef0': 0, 'kernel': 'rbf', 'C': 0.25}}",0.3078795162132402,130.62800693511963
"{'algorithm': 'kSVM', 'hyperparameters': {'coef0': 0, 'kernel': 'rbf', 'C': 0.5}}",0.3078795162132402,162.21324396133423
"{'algorithm': 'kSVM', 'hyperparameters': {'coef0': 0, 'kernel': 'rbf', 'C': 1}}",0.30724257353808104,143.43469977378845
"{'algorithm': 'kSVM', 'hyperparameters': {'coef0': 0, 'kernel': 'rbf', 'C': 2}}",0.30068512421476584,152.33740305900574
"{'algorithm': 'kSVM', 'hyperparameters': {'coef0': 0, 'kernel': 'rbf', 'C': 4}}",0.30024751834237734,168.88184118270874
