,error,time
"{'hyperparameters': {'k': 1, 'P': 1}, 'algorithm': 'kNN'}",0.22562448413925829,3.8578860759735107
"{'hyperparameters': {'k': 1, 'P': 2}, 'algorithm': 'kNN'}",0.27142451126576395,3.0637853145599365
"{'hyperparameters': {'k': 3, 'P': 1}, 'algorithm': 'kNN'}",0.19183313878976813,5.510945558547974
"{'hyperparameters': {'k': 3, 'P': 2}, 'algorithm': 'kNN'}",0.23782749603300832,4.373657703399658
"{'hyperparameters': {'k': 5, 'P': 1}, 'algorithm': 'kNN'}",0.1722082781513076,6.139937400817871
"{'hyperparameters': {'k': 5, 'P': 2}, 'algorithm': 'kNN'}",0.22770425705314454,4.151157379150391
"{'hyperparameters': {'k': 7, 'P': 1}, 'algorithm': 'kNN'}",0.18146552252006207,5.466414451599121
"{'hyperparameters': {'k': 7, 'P': 2}, 'algorithm': 'kNN'}",0.2420547868184423,4.022616863250732
"{'hyperparameters': {'k': 9, 'P': 1}, 'algorithm': 'kNN'}",0.17517377766020797,5.139012098312378
"{'hyperparameters': {'k': 9, 'P': 2}, 'algorithm': 'kNN'}",0.23602570512936044,3.8384389877319336
"{'hyperparameters': {'k': 11, 'P': 1}, 'algorithm': 'kNN'}",0.17645405868325698,5.695981502532959
"{'hyperparameters': {'k': 11, 'P': 2}, 'algorithm': 'kNN'}",0.23676703328220267,3.2116920948028564
"{'hyperparameters': {'k': 13, 'P': 1}, 'algorithm': 'kNN'}",0.17406844823391388,5.420323133468628
"{'hyperparameters': {'k': 13, 'P': 2}, 'algorithm': 'kNN'}",0.2362067656311324,3.6663105487823486
"{'hyperparameters': {'k': 15, 'P': 1}, 'algorithm': 'kNN'}",0.16619405963985484,6.003880739212036
"{'hyperparameters': {'k': 15, 'P': 2}, 'algorithm': 'kNN'}",0.24714462572441215,5.624720096588135
"{'hyperparameters': {'min_samples_split': 2}, 'algorithm': 'CART'}",0.14956307429591037,7.336153507232666
"{'hyperparameters': {'min_samples_split': 4}, 'algorithm': 'CART'}",0.16027846040480842,5.459115982055664
"{'hyperparameters': {'min_samples_split': 8}, 'algorithm': 'CART'}",0.15019990017109355,8.561001777648926
"{'hyperparameters': {'min_samples_split': 16}, 'algorithm': 'CART'}",0.1471627431259594,6.691661834716797
"{'hyperparameters': {'min_samples_split': 32}, 'algorithm': 'CART'}",0.14832490921659988,6.632943868637085
"{'hyperparameters': {'min_samples_split': 64}, 'algorithm': 'CART'}",0.16325618302476863,5.670767068862915
"{'hyperparameters': {'min_samples_split': 128}, 'algorithm': 'CART'}",0.1838019736911047,6.002689838409424
"{'hyperparameters': {'min_samples_split': 256}, 'algorithm': 'CART'}",0.18204758772619242,4.60135817527771
"{'hyperparameters': {'min_samples_split': 512}, 'algorithm': 'CART'}",0.2694347849815124,1.8811218738555908
"{'hyperparameters': {'min_samples_split': 1024}, 'algorithm': 'CART'}",0.5,1.141829252243042
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.01, 'max_features': None}, 'algorithm': 'GB'}",0.14107723319844226,543.7549297809601
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.01, 'max_features': 'log2'}, 'algorithm': 'GB'}",0.15852045966272404,311.7680242061615
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.025, 'max_features': None}, 'algorithm': 'GB'}",0.1121680668518267,548.2910828590393
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.025, 'max_features': 'log2'}, 'algorithm': 'GB'}",0.13647956624466612,326.91521406173706
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.05, 'max_features': None}, 'algorithm': 'GB'}",0.10916752164491353,523.4320573806763
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.05, 'max_features': 'log2'}, 'algorithm': 'GB'}",0.11495847433977065,310.2746078968048
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.1, 'max_features': None}, 'algorithm': 'GB'}",0.09436520567469443,544.4245684146881
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.1, 'max_features': 'log2'}, 'algorithm': 'GB'}",0.08602745456374956,321.06550097465515
"{'hyperparameters': {'max_depth': 3, 'learning_rate': 0.25, 'max_features': None}, 'algorithm': 'GB'}",0.08090013953419241,511.5450818538666
